,Cut_ID,Product_Description,Al2O3,CaO,Fe,MgO,Mn,P,S,SiO2,TiO2,Cut_Volume,Cut_Tonnage,Cost
0,01-01-01-01-01,F,2.3217705077391897,0.0333398639863372,61.587030335982504,0.0811534537069818,0.111392684715712,0.0784325245984163,0.0271872219923874,3.3234160806760196,0.111383601313328,216.417881465144,462.056179639603,616.074906186137
1,01-01-01-01-02,F,2.3309357933067303,0.0332825654547885,61.54954186676971,0.0811917001783551,0.11092353815905498,0.0779864863802027,0.027018718281314,3.3201066320464503,0.11201298507587598,672.10197008001,1434.9501368417903,956.633424561196
2,01-01-01-01-03,F,2.3309357933067303,0.0332825654547885,61.54954186676971,0.0811917001783551,0.11092353815905498,0.0779864863802027,0.027018718281314,3.3201066320464503,0.11201298507587598,672.10197008001,1434.9501368417903,956.633424561196
3,01-01-01-01-04,F,2.3309357933067303,0.0332825654547885,61.54954186676971,0.0811917001783551,0.11092353815905498,0.0779864863802027,0.027018718281314,3.3201066320464503,0.11201298507587598,672.10197008001,1434.9501368417903,956.633424561196
4,01-01-01-01-05,F,2.3309357933067303,0.0332825654547885,61.54954186676971,0.0811917001783551,0.11092353815905498,0.0779864863802027,0.027018718281314,3.3201066320464503,0.11201298507587598,672.10197008001,1434.9501368417903,956.633424561196
5,01-01-01-01-06,F,2.3309357933067303,0.0332825654547885,61.54954186676971,0.0811917001783551,0.11092353815905498,0.0779864863802027,0.027018718281314,3.3201066320464503,0.11201298507587598,672.10197008001,1434.9501368417903,956.633424561196
6,01-01-01-01-07,F,2.3309357933067303,0.0332825654547885,61.54954186676971,0.0811917001783551,0.11092353815905498,0.0779864863802027,0.027018718281314,3.3201066320464503,0.11201298507587598,672.10197008001,1434.9501368417903,956.633424561196
7,01-01-01-01-08,F,2.3309357933067303,0.0332825654547885,61.54954186676971,0.0811917001783551,0.11092353815905498,0.0779864863802027,0.027018718281314,3.3201066320464503,0.11201298507587598,672.10197008001,1434.9501368417903,956.633424561196
8,01-01-01-01-09,F,2.3309357933067303,0.0332825654547885,61.54954186676971,0.0811917001783551,0.11092353815905498,0.0779864863802027,0.027018718281314,3.3201066320464503,0.11201298507587598,672.10197008001,1434.9501368417903,956.633424561196
9,01-01-01-01-10,F,2.3217705077391897,0.0333398639863372,61.587030335982504,0.0811534537069818,0.111392684715712,0.0784325245984163,0.0271872219923874,3.3234160806760196,0.111383601313328,216.417881465144,462.056179639603,616.074906186137
10,01-01-01-02-01,F,2.3592246724639,0.0338438487297175,61.5178162286964,0.0820617601806217,0.11637979915549601,0.0782721021519445,0.0260692555027927,3.6536128560652403,0.106738271423715,734.4959940521941,1568.16253201799,1568.16253201799
11,01-01-01-02-02,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.12040146889288099,0.0771793944993776,0.0249471304613122,3.77406272158604,0.10513977969429301,1580.5713728852802,3374.54911423628,1687.27455711814
12,01-01-01-02-03,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.12040146889288099,0.0771793944993776,0.0249471304613122,3.77406272158604,0.10513977969429301,1580.5713728852802,3374.54911423628,1687.27455711814
13,01-01-01-02-04,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.12040146889288099,0.0771793944993776,0.0249471304613122,3.77406272158604,0.10513977969429301,1580.5713728852802,3374.54911423628,1687.27455711814
14,01-01-01-02-05,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.12040146889288099,0.0771793944993776,0.0249471304613122,3.77406272158604,0.10513977969429301,1580.5713728852802,3374.54911423628,1687.27455711814
15,01-01-01-02-06,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.12040146889288099,0.0771793944993776,0.0249471304613122,3.77406272158604,0.10513977969429301,1580.5713728852802,3374.54911423628,1687.27455711814
16,01-01-01-02-07,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.12040146889288099,0.0771793944993776,0.0249471304613122,3.77406272158604,0.10513977969429301,1580.5713728852802,3374.54911423628,1687.27455711814
17,01-01-01-02-08,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.12040146889288099,0.0771793944993776,0.0249471304613122,3.77406272158604,0.10513977969429301,1580.5713728852802,3374.54911423628,1687.27455711814
18,01-01-01-02-09,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.12040146889288099,0.0771793944993776,0.0249471304613122,3.77406272158604,0.10513977969429301,1580.5713728852802,3374.54911423628,1687.27455711814
19,01-01-01-02-10,F,2.3592246724639,0.0338438487297175,61.5178162286964,0.0820617601806217,0.11637979915549601,0.0782721021519445,0.0260692555027927,3.6536128560652403,0.106738271423715,734.4959940521941,1568.16253201799,1568.16253201799
20,01-01-01-03-01,F,2.35386301065751,0.0344094933016752,61.4897839041652,0.0811560598046819,0.114337888428197,0.0789170204987782,0.0239515971526089,4.109253352843241,0.10109214530096902,1423.3183861778198,3038.8110791762297,2343.55610219247
21,01-01-01-03-02,F,2.34655290226431,0.0347758117279707,61.399156571071394,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
22,01-01-01-03-03,F,2.34655290226431,0.0347758117279707,61.399156571071394,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
23,01-01-01-03-04,F,2.34655290226431,0.0347758117279707,61.399156571071394,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
24,01-01-01-03-05,F,2.34655290226431,0.0347758117279707,61.399156571071394,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
25,01-01-01-03-06,F,2.34655290226431,0.0347758117279707,61.399156571071394,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
26,01-01-01-03-07,F,2.34655290226431,0.0347758117279707,61.399156571071394,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
27,01-01-01-03-08,F,2.34655290226431,0.0347758117279707,61.399156571071394,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
28,01-01-01-03-09,F,2.34655290226431,0.0347758117279707,61.399156571071394,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
29,01-01-01-03-10,F,2.35386301065751,0.0344094933016752,61.4897839041652,0.0811560598046819,0.114337888428197,0.0789170204987782,0.0239515971526089,4.109253352843241,0.10109214530096902,1423.3183861778198,3038.8110791762297,2343.55610219247
30,01-01-01-04-01,F,2.35293466678094,0.0354436247660772,61.4051259390726,0.0838354055849578,0.10586605546202199,0.0769542694449907,0.0222352520048032,4.3546211152152,0.10058292585827099,2328.69692653976,4971.8110080878205,3314.54067205854
31,01-01-01-04-02,F,2.34651509871838,0.0364571311870213,61.26677726185989,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.8724490222303,6449.618550575021,2149.87285019167
32,01-01-01-04-03,F,2.34651509871838,0.0364571311870213,61.26677726185989,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.8724490222303,6449.618550575021,2149.87285019167
33,01-01-01-04-04,F,2.34651509871838,0.0364571311870213,61.26677726185989,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.8724490222303,6449.618550575021,2149.87285019167
34,01-01-01-04-05,F,2.34651509871838,0.0364571311870213,61.26677726185989,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.8724490222303,6449.618550575021,2149.87285019167
35,01-01-01-04-06,F,2.34651509871838,0.0364571311870213,61.26677726185989,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.8724490222303,6449.618550575021,2149.87285019167
36,01-01-01-04-07,F,2.34651509871838,0.0364571311870213,61.26677726185989,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.8724490222303,6449.618550575021,2149.87285019167
37,01-01-01-04-08,F,2.34651509871838,0.0364571311870213,61.26677726185989,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.8724490222303,6449.618550575021,2149.87285019167
38,01-01-01-04-09,F,2.34651509871838,0.0364571311870213,61.26677726185989,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.8724490222303,6449.618550575021,2149.87285019167
39,01-01-01-04-10,F,2.35293466678094,0.0354436247660772,61.4051259390726,0.0838354055849578,0.10586605546202199,0.0769542694449907,0.0222352520048032,4.3546211152152,0.10058292585827099,2328.69692653976,4971.8110080878205,3314.54067205854
40,01-01-02-01-01,F,2.64377460067266,0.0454928071247914,63.062549893856,0.0600392053921984,0.032608910817055,0.101828463627706,0.0204813108274598,3.92563591326802,0.10449503245077801,216.417881465144,472.57382165281194,630.098428870416
41,01-01-02-01-02,F,2.6466946271653797,0.0456655612584673,63.034276855128205,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.6134633184101,978.4089755456081
42,01-01-02-01-03,F,2.6466946271653797,0.0456655612584673,63.034276855128205,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.6134633184101,978.4089755456081
43,01-01-02-01-04,F,2.6466946271653797,0.0456655612584673,63.034276855128205,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.6134633184101,978.4089755456081
44,01-01-02-01-05,F,2.6466946271653797,0.0456655612584673,63.034276855128205,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.6134633184101,978.4089755456081
45,01-01-02-01-06,F,2.6466946271653797,0.0456655612584673,63.034276855128205,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.6134633184101,978.4089755456081
46,01-01-02-01-07,F,2.6466946271653797,0.0456655612584673,63.034276855128205,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.6134633184101,978.4089755456081
47,01-01-02-01-08,F,2.6466946271653797,0.0456655612584673,63.034276855128205,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.6134633184101,978.4089755456081
48,01-01-02-01-09,F,2.6466946271653797,0.0456655612584673,63.034276855128205,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.6134633184101,978.4089755456081
49,01-01-02-01-10,F,2.64377460067266,0.0454928071247914,63.062549893856,0.0600392053921984,0.032608910817055,0.101828463627706,0.0204813108274598,3.92563591326802,0.10449503245077801,216.417881465144,472.57382165281194,630.098428870416
50,01-01-02-02-01,F,2.42592669134829,0.0448867944389889,62.991775151685104,0.0535115462191159,0.0381678362746606,0.109988271988984,0.0173676569620244,3.79123340205001,0.0899459323883302,734.4959940521941,1603.85813107513,1603.85813107513
51,01-01-02-02-02,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.7656771065975803,0.0870624287077149,1580.5713728852802,3451.3629327793296,1725.68146638966
52,01-01-02-02-03,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.7656771065975803,0.0870624287077149,1580.5713728852802,3451.3629327793296,1725.68146638966
53,01-01-02-02-04,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.7656771065975803,0.0870624287077149,1580.5713728852802,3451.3629327793296,1725.68146638966
54,01-01-02-02-05,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.7656771065975803,0.0870624287077149,1580.5713728852802,3451.3629327793296,1725.68146638966
55,01-01-02-02-06,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.7656771065975803,0.0870624287077149,1580.5713728852802,3451.3629327793296,1725.68146638966
56,01-01-02-02-07,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.7656771065975803,0.0870624287077149,1580.5713728852802,3451.3629327793296,1725.68146638966
57,01-01-02-02-08,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.7656771065975803,0.0870624287077149,1580.5713728852802,3451.3629327793296,1725.68146638966
58,01-01-02-02-09,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.7656771065975803,0.0870624287077149,1580.5713728852802,3451.3629327793296,1725.68146638966
59,01-01-02-02-10,F,2.42592669134829,0.0448867944389889,62.991775151685104,0.0535115462191159,0.0381678362746606,0.109988271988984,0.0173676569620244,3.79123340205001,0.0899459323883302,734.4959940521941,1603.85813107513,1603.85813107513
60,01-01-02-03-01,F,2.26450319309212,0.0433687027581159,63.103173583006495,0.0492488375408994,0.0403123951524418,0.115689375218125,0.0155564334635409,3.6636527774911603,0.0825517697975903,1423.3183861778198,3107.98259659102,2396.90174544294
61,01-01-02-03-02,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.7339658884198
62,01-01-02-03-03,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.7339658884198
63,01-01-02-03-04,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.7339658884198
64,01-01-02-03-05,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.7339658884198
65,01-01-02-03-06,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.7339658884198
66,01-01-02-03-07,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.7339658884198
67,01-01-02-03-08,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.7339658884198
68,01-01-02-03-09,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.7339658884198
69,01-01-02-03-10,F,2.26450319309212,0.0433687027581159,63.103173583006495,0.0492488375408994,0.0403123951524418,0.115689375218125,0.0155564334635409,3.6636527774911603,0.0825517697975903,1423.3183861778198,3107.98259659102,2396.90174544294
70,01-01-02-04-01,F,2.23879838203593,0.0443236628774934,63.0367862803176,0.0478194757781343,0.0418195695886801,0.11255780805186501,0.0150889491307414,3.90146093290322,0.0831026426755012,2328.69692653976,5084.98280546792,3389.98853697862
71,01-01-02-04-02,F,2.2583693865228303,0.0456668904427269,62.966485319288104,0.046900750632066994,0.0424647560035097,0.107517185260718,0.015332122123865002,4.20242419940856,0.0860085896025386,3020.8724490222303,6596.42922431087,2198.80974143696
72,01-01-02-04-03,F,2.2583693865228303,0.0456668904427269,62.966485319288104,0.046900750632066994,0.0424647560035097,0.107517185260718,0.015332122123865002,4.20242419940856,0.0860085896025386,3020.8724490222303,6596.42922431087,2198.80974143696
73,01-01-02-04-04,F,2.2583693865228303,0.0456668904427269,62.966485319288104,0.046900750632066994,0.0424647560035097,0.107517185260718,0.015332122123865002,4.20242419940856,0.0860085896025386,3020.8724490222303,6596.42922431087,2198.80974143696
74,01-01-02-04-05,F,2.2583693865228303,0.0456668904427269,62.966485319288104,0.046900750632066994,0.0424647560035097,0.107517185260718,0.015332122123865002,4.20242419940856,0.0860085896025386,3020.8724490222303,6596.42922431087,2198.80974143696
75,01-01-02-04-06,F,2.2583693865228303,0.0456668904427269,62.966485319288104,0.046900750632066994,0.0424647560035097,0.107517185260718,0.015332122123865002,4.20242419940856,0.0860085896025386,3020.8724490222303,6596.42922431087,2198.80974143696
76,01-01-02-04-07,F,2.2583693865228303,0.0456668904427269,62.966485319288104,0.046900750632066994,0.0424647560035097,0.107517185260718,0.015332122123865002,4.20242419940856,0.0860085896025386,3020.8724490222303,6596.42922431087,2198.80974143696
77,01-01-02-04-08,F,2.2583693865228303,0.0456668904427269,62.966485319288104,0.046900750632066994,0.0424647560035097,0.107517185260718,0.015332122123865002,4.20242419940856,0.0860085896025386,3020.8724490222303,6596.42922431087,2198.80974143696
78,01-01-02-04-09,F,2.2583693865228303,0.0456668904427269,62.966485319288104,0.046900750632066994,0.0424647560035097,0.107517185260718,0.015332122123865002,4.20242419940856,0.0860085896025386,3020.8724490222303,6596.42922431087,2198.80974143696
79,01-01-02-04-10,F,2.23879838203593,0.0443236628774934,63.0367862803176,0.0478194757781343,0.0418195695886801,0.11255780805186501,0.0150889491307414,3.90146093290322,0.0831026426755012,2328.69692653976,5084.98280546792,3389.98853697862
